word_id,french,article,english,phonetic,week_introduced,topic,status,high_frequency,appears_in_reading,appears_in_writing,example_french,example_english,notes
W1130,demain,,tomorrow,listen and repeat,16,future time,active,yes,yes,yes,"Demain, je vais rester a la maison.","Tomorrow, I am going to stay at home.",new; Week 16 cumulative practice item 5
W1131,la semaine prochaine,,next week,listen and repeat,16,future time,active,yes,yes,yes,"La semaine prochaine, je vais travailler.","Next week, I am going to work.",new; Week 16 cumulative practice item 6
W1132,lundi prochain,,next Monday,listen and repeat,16,future time,active,yes,yes,yes,"Lundi prochain, je vais en classe.","Next Monday, I am going to class.",new; Week 16 cumulative practice item 7
W1133,ce soir,,this evening,listen and repeat,16,future time,active,yes,yes,yes,"Ce soir, je vais reviser.","This evening, I am going to review.",new; Week 16 cumulative practice item 8
W1134,plus tard,,later,listen and repeat,16,future time,active,yes,yes,yes,"Plus tard, je vais ecrire une note.","Later, I am going to write a note.",new; Week 16 cumulative practice item 9
W1135,bientot,,soon,listen and repeat,16,future time,active,yes,yes,yes,"Bientot, ca va mieux.","Soon, it is going better.",new; Week 16 cumulative practice item 10
W1136,un projet,,project / plan,listen and repeat,16,plans,active,yes,yes,yes,Alex a un petit projet.,Alex has a small project.,new; Week 16 cumulative practice item 11
W1137,un objectif,,goal,listen and repeat,16,plans,active,yes,yes,yes,Mon objectif est clair.,My goal is clear.,new; Week 16 cumulative practice item 12
W1138,prendre rendez-vous,,to make an appointment,listen and repeat,16,appointment,active,yes,yes,yes,Je vais prendre rendez-vous.,I am going to make an appointment.,new; Week 16 cumulative practice item 13
W1139,confirmer,,to confirm,listen and repeat,16,appointment,active,yes,yes,yes,Je vais confirmer le rendez-vous.,I am going to confirm the appointment.,new; Week 16 cumulative practice item 14
W1140,annuler,,to cancel,listen and repeat,16,appointment,active,yes,yes,yes,Je dois annuler le rendez-vous.,I must cancel the appointment.,new; Week 16 cumulative practice item 15
W1141,arriver,,to arrive,listen and repeat,16,travel,active,yes,yes,yes,Je vais arriver a huit heures.,I am going to arrive at eight o clock.,new; Week 16 cumulative practice item 16
W1142,partir,,to leave,listen and repeat,16,travel,active,yes,yes,yes,Nous allons partir apres la classe.,We are going to leave after class.,current support; Week 16 cumulative practice item 17
W1143,revenir,,to come back,listen and repeat,16,travel,active,yes,yes,yes,Marc va revenir au cafe.,Marc is going to come back to the cafe.,current support; Week 16 cumulative practice item 18
W1144,continuer,,to continue,listen and repeat,16,study,active,yes,yes,yes,Je vais continuer la lecon.,I am going to continue the lesson.,current support; Week 16 cumulative practice item 19
W1145,pratiquer,,to practice,listen and repeat,16,study,active,yes,yes,yes,Nous allons pratiquer les questions.,We are going to practice questions.,current support; Week 16 cumulative practice item 20
W1146,reussir,,to succeed,listen and repeat,16,goal,active,yes,yes,yes,Je veux reussir le quiz.,I want to succeed on the quiz.,current support; Week 16 cumulative practice item 21
W1147,mon plan,,my plan,listen and repeat,16,plans,active,yes,yes,yes,Mon plan est simple.,My plan is simple.,current support; Week 16 cumulative practice item 22
W1148,mon horaire,,my schedule,listen and repeat,16,plans,active,yes,yes,yes,Mon horaire est charge.,My schedule is busy.,current support; Week 16 cumulative practice item 23
W1149,une date,,a date,listen and repeat,16,time,active,yes,yes,yes,Je vais choisir une date.,I am going to choose a date.,current support; Week 16 cumulative practice item 24
W1150,a huit heures,,at eight o clock,listen and repeat,16,time,active,yes,yes,yes,Je vais partir a huit heures.,I am going to leave at eight o clock.,current support; Week 16 cumulative practice item 25
W1151,avant la classe,,before class,listen and repeat,16,time,active,yes,yes,yes,Je vais boire de l eau avant la classe.,I am going to drink water before class.,current support; Week 16 cumulative practice item 26
W1152,il faut,,it is necessary / one must,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,Il faut boire de l'eau.,It is necessary to drink water.,recent review; Week 16 cumulative practice item 27
W1153,je pense que,,I think that,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Je pense que la lecon est utile.,I think the lesson is useful.,recent review; Week 16 cumulative practice item 28
W1154,je dois,,I must / I have to,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,Je dois rester a la maison.,I must stay at home.,recent review; Week 16 cumulative practice item 29
W1155,j'aime,,I like,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,J'aime le cafe calme.,I like the calm cafe.,recent review; Week 16 cumulative practice item 30
W1156,vous devez,,you must / you have to,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,Vous devez appeler la clinique.,You must call the clinic.,recent review; Week 16 cumulative practice item 31
W1157,je n'aime pas,,I do not like,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Je n'aime pas les longues phrases.,I do not like long sentences.,recent review; Week 16 cumulative practice item 32
W1158,j'ai besoin de,,I need,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,J'ai besoin de repos.,I need rest.,recent review; Week 16 cumulative practice item 33
W1159,je prefere,,I prefer,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Je prefere reviser le matin.,I prefer to review in the morning.,recent review; Week 16 cumulative practice item 34
W1160,j'ai mal a la tete,,I have a headache,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,"Aujourd'hui, j'ai mal a la tete.","Today, I have a headache.",recent review; Week 16 cumulative practice item 35
W1161,parce que,,because,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Je reste a la maison parce que je suis fatigue.,I stay at home because I am tired.,recent review; Week 16 cumulative practice item 36
W1162,j'ai mal au ventre,,my stomach hurts,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,"Hier, j'ai eu mal au ventre.","Yesterday, my stomach hurt.",recent review; Week 16 cumulative practice item 37
W1163,a mon avis,,in my opinion,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,"A mon avis, la lecon est claire.","In my opinion, the lesson is clear.",recent review; Week 16 cumulative practice item 38
W1164,j'ai mal au dos,,my back hurts,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,J'ai mal au dos apres le bus.,My back hurts after the bus.,recent review; Week 16 cumulative practice item 39
W1165,c'est utile,,it is useful,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,C'est utile pour la classe.,It is useful for class.,recent review; Week 16 cumulative practice item 40
W1166,j'ai mal aux yeux,,my eyes hurt,listen and repeat,16,recent review from Week 14,active,yes,yes,yes,J'ai mal aux yeux quand je lis longtemps.,My eyes hurt when I read for a long time.,recent review; Week 16 cumulative practice item 41
W1167,c'est important,,it is important,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,C'est important de se reposer.,It is important to rest.,recent review; Week 16 cumulative practice item 42
W1168,la tete,,head,lah teht,16,recent review from Week 14,active,yes,yes,yes,J'ai mal a la tete.,My head hurts.,recent review; Week 16 cumulative practice item 43
W1169,c'est clair,,it is clear,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,C'est clair et facile.,It is clear and easy.,recent review; Week 16 cumulative practice item 44
W1170,le ventre,,stomach / belly,luh VAHN-truh,16,recent review from Week 14,active,yes,yes,yes,Alex a mal au ventre.,Alex's stomach hurts.,recent review; Week 16 cumulative practice item 45
W1171,c'est difficile,,it is difficult,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,C'est difficile mais utile.,It is difficult but useful.,recent review; Week 16 cumulative practice item 46
W1172,le dos,,back,luh doh,16,recent review from Week 14,active,yes,yes,yes,Samira a mal au dos.,Samira's back hurts.,recent review; Week 16 cumulative practice item 47
W1173,interessant / interessante,,interesting,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,L'histoire est interessante.,The story is interesting.,recent review; Week 16 cumulative practice item 48
W1174,les yeux,,eyes,layz yuh,16,recent review from Week 14,active,yes,yes,yes,J'ai mal aux yeux.,My eyes hurt.,recent review; Week 16 cumulative practice item 49
W1175,ennuyeux / ennuyeuse,,boring,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Le texte long est ennuyeux.,The long text is boring.,recent review; Week 16 cumulative practice item 50
W1176,la gorge,,throat,lah gorzh,16,recent review from Week 14,active,yes,yes,yes,J'ai mal a la gorge.,My throat hurts.,recent review; Week 16 cumulative practice item 51
W1177,agreable,,pleasant,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Le parc est agreable.,The park is pleasant.,recent review; Week 16 cumulative practice item 52
W1178,le bras,,arm,luh brah,16,recent review from Week 14,active,yes,yes,yes,Marc a mal au bras.,Marc's arm hurts.,recent review; Week 16 cumulative practice item 53
W1179,stressant / stressante,,stressful,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Le rendez-vous est stressant.,The appointment is stressful.,recent review; Week 16 cumulative practice item 54
W1180,la jambe,,leg,lah zhahmb,16,recent review from Week 14,active,yes,yes,yes,Madame Dupont a mal a la jambe.,Madame Dupont's leg hurts.,recent review; Week 16 cumulative practice item 55
W1181,content / contente,,happy,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Samira est contente en classe.,Samira is happy in class.,recent review; Week 16 cumulative practice item 56
W1182,la main,,hand,lah man,16,recent review from Week 14,active,yes,yes,yes,J'ai mal a la main.,My hand hurts.,recent review; Week 16 cumulative practice item 57
W1183,inquiet / inquiete,,worried,listen and repeat,16,recent review from Week 15,active,yes,yes,yes,Alex est inquiet a la clinique.,Alex is worried at the clinic.,recent review; Week 16 cumulative practice item 58
W1184,bonjour,,hello / good day,bohn-ZHOOR,16,older review from Week 1,active,yes,yes,yes,"Bonjour, je m'appelle Alex.","Hello, my name is Alex.",older review; Week 16 cumulative practice item 59
W1185,numbers 0-10,,"zéro, un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix","zay-ROH, uhn, duh...",16,older review from Week 2,active,yes,yes,yes,Samira a six ans. Alex a dix ans.,Samira is six years old. Alex is ten years old.,older review; Week 16 cumulative practice item 60
W1186,un,,a / an masculine,listen and repeat,16,older review from Week 3,active,yes,yes,yes,J'ai un livre dans mon sac.,I have a book in my bag.,older review; Week 16 cumulative practice item 61
W1187,petit / petite,,small,listen and repeat,16,older review from Week 4,active,yes,yes,yes,J'ai une petite cle dans mon sac.,I have a small key in my bag.,older review; Week 16 cumulative practice item 62
W1188,mon,,my masculine,listen and repeat,16,older review from Week 5,active,yes,yes,yes,Mon livre est sur le bureau.,My book is on the desk.,older review; Week 16 cumulative practice item 63
W1189,je voudrais,,I would like,listen and repeat,16,older review from Week 6,active,yes,yes,yes,"Je voudrais du cafe, s il vous plait.","I would like some coffee, please.",older review; Week 16 cumulative practice item 64
W1190,est-ce que,,question marker,listen and repeat,16,older review from Week 7,active,yes,yes,yes,Est-ce que vous voulez une chemise ?,Do you want a shirt?,older review; Week 16 cumulative practice item 65
W1191,il y a,,there is / there are,listen and repeat,16,older review from Week 8,active,yes,yes,yes,Il y a une banque pres du cafe.,There is a bank near the cafe.,older review; Week 16 cumulative practice item 66
W1192,je me leve,,I get up,listen and repeat,16,older review from Week 9,active,yes,yes,yes,Je me leve a sept heures.,I get up at seven o clock.,older review; Week 16 cumulative practice item 67
W1193,il pleut,,it is raining,listen and repeat,16,older review from Week 10,active,yes,yes,yes,"Aujourd'hui, il pleut.","Today, it is raining.",older review; Week 16 cumulative practice item 68
W1194,je travaille,,I work,listen and repeat,16,older review from Week 11,active,yes,yes,yes,Je travaille au bureau.,I work at the office.,older review; Week 16 cumulative practice item 69
W1195,j'ai parle,,I spoke,listen and repeat,16,older review from Week 12,active,yes,yes,yes,"Hier, j'ai parle avec Samira.","Yesterday, I spoke with Samira.",older review; Week 16 cumulative practice item 70
W1196,avant,,before / in the past,listen and repeat,16,older review from Week 13,active,yes,yes,yes,"Avant, j'habitais pres du parc.","Before, I lived near the park.",older review; Week 16 cumulative practice item 71
W1197,salut,,hi / bye,sah-LUU,16,older review from Week 1,active,yes,yes,yes,"Salut, Samira !","Hi, Samira!",older review; Week 16 cumulative practice item 72
W1198,j'ai,,I have,zhay,16,older review from Week 2,active,yes,yes,yes,J'ai un livre.,I have a book.,older review; Week 16 cumulative practice item 73
W1199,une,,a / an feminine,listen and repeat,16,older review from Week 3,active,yes,yes,yes,Samira a une lampe sur la table.,Samira has a lamp on the table.,older review; Week 16 cumulative practice item 74
W1200,grand / grande,,big / tall,listen and repeat,16,older review from Week 4,active,yes,yes,yes,Le bureau est grand.,The desk is big.,older review; Week 16 cumulative practice item 75
W1201,je voudrais,,I would like,listen and repeat,17,polite request,active,yes,yes,yes,Je voudrais prendre rendez-vous.,I would like to make an appointment.,new; Week 17 cumulative practice item 1
W1202,pourriez-vous,,could you,listen and repeat,17,polite request,active,yes,yes,yes,Pourriez-vous repeter ?,Could you repeat?,new; Week 17 cumulative practice item 2
W1203,est-ce que je pourrais,,could I,listen and repeat,17,polite request,active,yes,yes,yes,Est-ce que je pourrais venir demain ?,Could I come tomorrow?,new; Week 17 cumulative practice item 3
W1204,j'aimerais,,I would like,listen and repeat,17,polite request,active,yes,yes,yes,J'aimerais parler a la receptionniste.,I would like to speak to the receptionist.,new; Week 17 cumulative practice item 4
W1205,s il vous plait,,please,listen and repeat,17,politeness,active,yes,yes,yes,"Repetez, s il vous plait.","Repeat, please.",new; Week 17 cumulative practice item 5
W1206,merci beaucoup,,thank you very much,listen and repeat,17,politeness,active,yes,yes,yes,Merci beaucoup pour votre aide.,Thank you very much for your help.,new; Week 17 cumulative practice item 6
W1207,bien sur,,of course,listen and repeat,17,politeness,active,yes,yes,yes,"Bien sur, je peux aider.","Of course, I can help.",new; Week 17 cumulative practice item 7
W1208,excusez-moi,,excuse me,listen and repeat,17,politeness,active,yes,yes,yes,"Excusez-moi, je suis en retard.","Excuse me, I am late.",new; Week 17 cumulative practice item 8
W1209,repeter,,to repeat,listen and repeat,17,service,active,yes,yes,yes,Pourriez-vous repeter ?,Could you repeat?,new; Week 17 cumulative practice item 9
W1210,changer,,to change,listen and repeat,17,service,active,yes,yes,yes,Je voudrais changer le rendez-vous.,I would like to change the appointment.,new; Week 17 cumulative practice item 10
W1211,confirmer,,to confirm,listen and repeat,17,service,active,yes,yes,yes,Je voudrais confirmer l heure.,I would like to confirm the time.,new; Week 17 cumulative practice item 11
W1212,donner,,to give,listen and repeat,17,service,active,yes,yes,yes,Pourriez-vous donner l adresse ?,Could you give the address?,new; Week 17 cumulative practice item 12
W1213,envoyer,,to send,listen and repeat,17,service,active,yes,yes,yes,Je vais envoyer un message.,I am going to send a message.,new; Week 17 cumulative practice item 13
W1214,recevoir,,to receive,listen and repeat,17,service,active,yes,yes,yes,Je voudrais recevoir une note.,I would like to receive a note.,new; Week 17 cumulative practice item 14
W1215,aider,,to help,listen and repeat,17,service,active,yes,yes,yes,Pourriez-vous aider Alex ?,Could you help Alex?,current support; Week 17 cumulative practice item 15
W1216,une aide,,help,listen and repeat,17,service,active,yes,yes,yes,J'ai besoin d'une aide courte.,I need brief help.,current support; Week 17 cumulative practice item 16
W1217,un service,,service / favor,listen and repeat,17,service,active,yes,yes,yes,Je voudrais un service.,I would like a service.,current support; Week 17 cumulative practice item 17
W1218,une information,,information,listen and repeat,17,service,active,yes,yes,yes,Je voudrais une information.,I would like information.,current support; Week 17 cumulative practice item 18
W1219,une adresse,,address,listen and repeat,17,service,active,yes,yes,yes,Pourriez-vous donner l adresse ?,Could you give the address?,current support; Week 17 cumulative practice item 19
W1220,un numero,,number,listen and repeat,17,service,active,yes,yes,yes,Je vais ecrire le numero.,I am going to write the number.,current support; Week 17 cumulative practice item 20
W1221,une heure,,time / hour,listen and repeat,17,appointment,active,yes,yes,yes,Je voudrais confirmer l heure.,I would like to confirm the time.,current support; Week 17 cumulative practice item 21
W1222,demain matin,,tomorrow morning,listen and repeat,17,time,active,yes,yes,yes,Je pourrais venir demain matin.,I could come tomorrow morning.,current support; Week 17 cumulative practice item 22
W1223,je pense que,,I think that,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Je pense que la lecon est utile.,I think the lesson is useful.,recent review; Week 17 cumulative practice item 23
W1224,je vais,,I am going to,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Je vais appeler la clinique.,I am going to call the clinic.,recent review; Week 17 cumulative practice item 24
W1225,j'aime,,I like,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,J'aime le cafe calme.,I like the calm cafe.,recent review; Week 17 cumulative practice item 25
W1226,tu vas,,you are going to,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Tu vas prendre le bus.,You are going to take the bus.,recent review; Week 17 cumulative practice item 26
W1227,je n'aime pas,,I do not like,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Je n'aime pas les longues phrases.,I do not like long sentences.,recent review; Week 17 cumulative practice item 27
W1228,il va / elle va,,he/she is going to,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Elle va reviser au cafe.,She is going to review at the cafe.,recent review; Week 17 cumulative practice item 28
W1229,je prefere,,I prefer,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Je prefere reviser le matin.,I prefer to review in the morning.,recent review; Week 17 cumulative practice item 29
W1230,nous allons,,we are going to,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Nous allons etudier demain.,We are going to study tomorrow.,recent review; Week 17 cumulative practice item 30
W1231,parce que,,because,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Je reste a la maison parce que je suis fatigue.,I stay at home because I am tired.,recent review; Week 17 cumulative practice item 31
W1232,demain,,tomorrow,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"Demain, je vais rester a la maison.","Tomorrow, I am going to stay at home.",recent review; Week 17 cumulative practice item 32
W1233,a mon avis,,in my opinion,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,"A mon avis, la lecon est claire.","In my opinion, the lesson is clear.",recent review; Week 17 cumulative practice item 33
W1234,la semaine prochaine,,next week,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"La semaine prochaine, je vais travailler.","Next week, I am going to work.",recent review; Week 17 cumulative practice item 34
W1235,c'est utile,,it is useful,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,C'est utile pour la classe.,It is useful for class.,recent review; Week 17 cumulative practice item 35
W1236,lundi prochain,,next Monday,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"Lundi prochain, je vais en classe.","Next Monday, I am going to class.",recent review; Week 17 cumulative practice item 36
W1237,c'est important,,it is important,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,C'est important de se reposer.,It is important to rest.,recent review; Week 17 cumulative practice item 37
W1238,ce soir,,this evening,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"Ce soir, je vais reviser.","This evening, I am going to review.",recent review; Week 17 cumulative practice item 38
W1239,c'est clair,,it is clear,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,C'est clair et facile.,It is clear and easy.,recent review; Week 17 cumulative practice item 39
W1240,plus tard,,later,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"Plus tard, je vais ecrire une note.","Later, I am going to write a note.",recent review; Week 17 cumulative practice item 40
W1241,c'est difficile,,it is difficult,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,C'est difficile mais utile.,It is difficult but useful.,recent review; Week 17 cumulative practice item 41
W1242,bientot,,soon,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,"Bientot, ca va mieux.","Soon, it is going better.",recent review; Week 17 cumulative practice item 42
W1243,interessant / interessante,,interesting,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,L'histoire est interessante.,The story is interesting.,recent review; Week 17 cumulative practice item 43
W1244,un projet,,project / plan,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Alex a un petit projet.,Alex has a small project.,recent review; Week 17 cumulative practice item 44
W1245,ennuyeux / ennuyeuse,,boring,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Le texte long est ennuyeux.,The long text is boring.,recent review; Week 17 cumulative practice item 45
W1246,un objectif,,goal,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Mon objectif est clair.,My goal is clear.,recent review; Week 17 cumulative practice item 46
W1247,agreable,,pleasant,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Le parc est agreable.,The park is pleasant.,recent review; Week 17 cumulative practice item 47
W1248,prendre rendez-vous,,to make an appointment,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Je vais prendre rendez-vous.,I am going to make an appointment.,recent review; Week 17 cumulative practice item 48
W1249,stressant / stressante,,stressful,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Le rendez-vous est stressant.,The appointment is stressful.,recent review; Week 17 cumulative practice item 49
W1250,confirmer,,to confirm,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Je vais confirmer le rendez-vous.,I am going to confirm the appointment.,recent review; Week 17 cumulative practice item 50
W1251,content / contente,,happy,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Samira est contente en classe.,Samira is happy in class.,recent review; Week 17 cumulative practice item 51
W1252,annuler,,to cancel,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Je dois annuler le rendez-vous.,I must cancel the appointment.,recent review; Week 17 cumulative practice item 52
W1253,inquiet / inquiete,,worried,listen and repeat,17,recent review from Week 15,active,yes,yes,yes,Alex est inquiet a la clinique.,Alex is worried at the clinic.,recent review; Week 17 cumulative practice item 53
W1254,arriver,,to arrive,listen and repeat,17,recent review from Week 16,active,yes,yes,yes,Je vais arriver a huit heures.,I am going to arrive at eight o clock.,recent review; Week 17 cumulative practice item 54
W1255,bonjour,,hello / good day,bohn-ZHOOR,17,older review from Week 1,active,yes,yes,yes,"Bonjour, je m'appelle Alex.","Hello, my name is Alex.",older review; Week 17 cumulative practice item 55
W1256,numbers 0-10,,"zéro, un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix","zay-ROH, uhn, duh...",17,older review from Week 2,active,yes,yes,yes,Samira a six ans. Alex a dix ans.,Samira is six years old. Alex is ten years old.,older review; Week 17 cumulative practice item 56
W1257,un,,a / an masculine,listen and repeat,17,older review from Week 3,active,yes,yes,yes,J'ai un livre dans mon sac.,I have a book in my bag.,older review; Week 17 cumulative practice item 57
W1258,petit / petite,,small,listen and repeat,17,older review from Week 4,active,yes,yes,yes,J'ai une petite cle dans mon sac.,I have a small key in my bag.,older review; Week 17 cumulative practice item 58
W1259,mon,,my masculine,listen and repeat,17,older review from Week 5,active,yes,yes,yes,Mon livre est sur le bureau.,My book is on the desk.,older review; Week 17 cumulative practice item 59
W1260,je voudrais,,I would like,listen and repeat,17,older review from Week 6,active,yes,yes,yes,"Je voudrais du cafe, s il vous plait.","I would like some coffee, please.",older review; Week 17 cumulative practice item 60
W1261,est-ce que,,question marker,listen and repeat,17,older review from Week 7,active,yes,yes,yes,Est-ce que vous voulez une chemise ?,Do you want a shirt?,older review; Week 17 cumulative practice item 61
W1262,il y a,,there is / there are,listen and repeat,17,older review from Week 8,active,yes,yes,yes,Il y a une banque pres du cafe.,There is a bank near the cafe.,older review; Week 17 cumulative practice item 62
W1263,je me leve,,I get up,listen and repeat,17,older review from Week 9,active,yes,yes,yes,Je me leve a sept heures.,I get up at seven o clock.,older review; Week 17 cumulative practice item 63
W1264,il pleut,,it is raining,listen and repeat,17,older review from Week 10,active,yes,yes,yes,"Aujourd'hui, il pleut.","Today, it is raining.",older review; Week 17 cumulative practice item 64
W1265,je travaille,,I work,listen and repeat,17,older review from Week 11,active,yes,yes,yes,Je travaille au bureau.,I work at the office.,older review; Week 17 cumulative practice item 65
W1266,j'ai parle,,I spoke,listen and repeat,17,older review from Week 12,active,yes,yes,yes,"Hier, j'ai parle avec Samira.","Yesterday, I spoke with Samira.",older review; Week 17 cumulative practice item 66
W1267,avant,,before / in the past,listen and repeat,17,older review from Week 13,active,yes,yes,yes,"Avant, j'habitais pres du parc.","Before, I lived near the park.",older review; Week 17 cumulative practice item 67
W1268,il faut,,it is necessary / one must,listen and repeat,17,older review from Week 14,active,yes,yes,yes,Il faut boire de l'eau.,It is necessary to drink water.,older review; Week 17 cumulative practice item 68
W1269,salut,,hi / bye,sah-LUU,17,older review from Week 1,active,yes,yes,yes,"Salut, Samira !","Hi, Samira!",older review; Week 17 cumulative practice item 69
W1270,j'ai,,I have,zhay,17,older review from Week 2,active,yes,yes,yes,J'ai un livre.,I have a book.,older review; Week 17 cumulative practice item 70
W1271,une,,a / an feminine,listen and repeat,17,older review from Week 3,active,yes,yes,yes,Samira a une lampe sur la table.,Samira has a lamp on the table.,older review; Week 17 cumulative practice item 71
W1272,grand / grande,,big / tall,listen and repeat,17,older review from Week 4,active,yes,yes,yes,Le bureau est grand.,The desk is big.,older review; Week 17 cumulative practice item 72
W1273,ma,,my feminine,listen and repeat,17,older review from Week 5,active,yes,yes,yes,Ma lampe est jaune.,My lamp is yellow.,older review; Week 17 cumulative practice item 73
W1274,du,,some masculine,listen and repeat,17,older review from Week 6,active,yes,yes,yes,Alex prend du pain.,Alex takes some bread.,older review; Week 17 cumulative practice item 74
W1275,qu est-ce que,,what,listen and repeat,17,older review from Week 7,active,yes,yes,yes,Qu est-ce que tu prends ?,What are you taking?,older review; Week 17 cumulative practice item 75
W1276,le,,it / him,listen and repeat,18,direct pronoun,active,yes,yes,yes,Je prends le bus. Je le prends.,I take the bus. I take it.,new; Week 18 cumulative practice item 1
W1277,la,,it / her,listen and repeat,18,direct pronoun,active,yes,yes,yes,Je lis la note. Je la lis.,I read the note. I read it.,new; Week 18 cumulative practice item 2
W1278,les,,them,listen and repeat,18,direct pronoun,active,yes,yes,yes,Je revise les mots. Je les revise.,I review the words. I review them.,new; Week 18 cumulative practice item 3
W1279,lui,,to him / to her,listen and repeat,18,indirect pronoun,active,yes,yes,yes,Je parle a Samira. Je lui parle.,I speak to Samira. I speak to her.,new; Week 18 cumulative practice item 4
W1280,me,,me / to me,listen and repeat,18,pronoun,active,yes,yes,yes,Madame Dupont me parle.,Madame Dupont speaks to me.,new; Week 18 cumulative practice item 5
W1281,te,,you / to you,listen and repeat,18,pronoun,active,yes,yes,yes,Je te donne la note.,I give you the note.,new; Week 18 cumulative practice item 6
W1282,nous,,us / to us,listen and repeat,18,pronoun,active,yes,yes,yes,Elle nous aide en classe.,She helps us in class.,new; Week 18 cumulative practice item 7
W1283,vous,,you / to you,listen and repeat,18,pronoun,active,yes,yes,yes,Je vous appelle demain.,I call you tomorrow.,new; Week 18 cumulative practice item 8
W1284,copier,,to copy,listen and repeat,18,support verb,active,yes,yes,yes,Je copie le numero. Je le copie.,I copy the number. I copy it.,new; Week 18 cumulative practice item 9
W1285,montrer,,to show,listen and repeat,18,support verb,active,yes,yes,yes,Samira montre la note.,Samira shows the note.,new; Week 18 cumulative practice item 10
W1286,expliquer,,to explain,listen and repeat,18,support verb,active,yes,yes,yes,Alex explique le probleme.,Alex explains the problem.,new; Week 18 cumulative practice item 11
W1287,demander,,to ask,listen and repeat,18,support verb,active,yes,yes,yes,Je demande une information.,I ask for information.,new; Week 18 cumulative practice item 12
W1288,donner,,to give,listen and repeat,18,support verb,active,yes,yes,yes,Madame Dupont donne un exercice.,Madame Dupont gives an exercise.,new; Week 18 cumulative practice item 13
W1289,aider,,to help,listen and repeat,18,support verb,active,yes,yes,yes,Samira aide Alex.,Samira helps Alex.,new; Week 18 cumulative practice item 14
W1290,lire,,to read,listen and repeat,18,support verb,active,yes,yes,yes,Je lis la note.,I read the note.,current support; Week 18 cumulative practice item 15
W1291,prendre,,to take,listen and repeat,18,support verb,active,yes,yes,yes,Je prends le bus.,I take the bus.,current support; Week 18 cumulative practice item 16
W1292,voir,,to see,listen and repeat,18,support verb,active,yes,yes,yes,Je vois Marc.,I see Marc.,current support; Week 18 cumulative practice item 17
W1293,appeler,,to call,listen and repeat,18,support verb,active,yes,yes,yes,Je l appelle demain.,I call him/her tomorrow.,current support; Week 18 cumulative practice item 18
W1294,parler a,,to speak to,listen and repeat,18,indirect verb,active,yes,yes,yes,Je parle a Samira.,I speak to Samira.,current support; Week 18 cumulative practice item 19
